text,label_str,label,text_length,word_count,text_original,changed,label_id
i feel as if the leaders of countries do not depict the people of their countries because for the love of god i hope no one thought at all i was in any way supportive or like george w,love,3,183,39,i feel as if the leaders of countries do not depict the people of their countries because for the love of god i hope no one thought at all i was in any way supportive or like george w,False,3
i feel greedy about wanting to see this film series continue,anger,0,60,11,i feel greedy about wanting to see this film series continue,False,0
i feel that is a lovely change in the modern mothers,love,3,52,11,i feel that is a lovely change in the modern mothers,False,3
i feel regretful that i didnt bring overnight gear,sadness,4,50,9,i feel regretful that i didnt bring overnight gear,False,4
i didnt tell you because i didnt want you to feel afraid,fear,1,56,12,i didnt tell you because i didnt want you to feel afraid,False,1
i feel spiritually invigorated if physically tired,joy,2,50,7,i feel spiritually invigorated if physically tired,False,2
i was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals,anger,0,117,25,i was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals,False,0
im still feeling annoyed though,anger,0,31,5,im still feeling annoyed though,False,0
ive had two shots of lupron and im feeling fine,joy,2,47,10,ive had two shots of lupron and im feeling fine,False,2
i would like to take this opportunity to say how amazing his family are all of them made me feel welcomed and if i have children who are half as lovely as the children who were sat on my table i would very happy,joy,2,211,44,i would like to take this opportunity to say how amazing his family are all of them made me feel welcomed and if i have children who are half as lovely as the children who were sat on my table i would very happy,False,2
i went to bed feeling very pleased with my lovely day out and feeling like id made a few really lovely friends,joy,2,110,22,i went to bed feeling very pleased with my lovely day out and feeling like id made a few really lovely friends,False,2
i went on to the holiday party that evening courtesy of another journalism sibling whom i call my big bro feeling a little unsure on why i was really attending,fear,1,159,30,i went on to the holiday party that evening courtesy of another journalism sibling whom i call my big bro feeling a little unsure on why i was really attending,False,1
i give you some tips on overcoming the feelings of being overwhelmed,fear,1,68,12,i give you some tips on overcoming the feelings of being overwhelmed,False,1
i feel like i liked my hair much better before i was using a sulfate free brand and i believe i am using a reputable brand,love,3,122,26,i feel like i liked my hair much better before i was using a sulfate free brand and i believe i am using a reputable brand,False,3
i feel like i need cute pictures to share,joy,2,41,9,i feel like i need cute pictures to share,False,2
im feeling a little bit more positive now as things were quite hard at first as my savings were eaten up quickly with costs and i didnt want to become a burden to my boyfriend but weve come out the other end and im feeling brighter and more inspired about things to come,joy,2,270,53,im feeling a little bit more positive now as things were quite hard at first as my savings were eaten up quickly with costs and i didnt want to become a burden to my boyfriend but weve come out the other end and im feeling brighter and more inspired about things to come,False,2
i feel like i m just a good actress then maybe,joy,2,46,11,i feel like i m just a good actress then maybe,False,2
i feel so guilty for putting my child in daycare,sadness,4,48,10,i feel so guilty for putting my child in daycare,False,4
i feel so ungrateful to be wishing this pregnancy over now,sadness,4,58,11,i feel so ungrateful to be wishing this pregnancy over now,False,4
i could feel the aching starting earlier in the day,sadness,4,51,10,i could feel the aching starting earlier in the day,False,4
i know takes a lot of present moment awareness and part will be the challenge of accepting things as they are so i don t set up a feeling of wanting or discontent,sadness,4,162,33,i know takes a lot of present moment awareness and part will be the challenge of accepting things as they are so i don t set up a feeling of wanting or discontent,False,4
